2018/1/12 18:01:39	链接12306服务器速度:131毫秒[优]

2018/1/12 18:03:40	链接12306服务器速度:279毫秒[优]

2018/1/12 18:05:39	链接12306服务器速度:155毫秒[优]

2018/1/12 18:18:40	链接12306服务器速度:174毫秒[优]

2018/1/12 18:19:40	链接12306服务器速度:345毫秒[良]

2018/1/12 18:21:40	链接12306服务器速度:329毫秒[良]

2018/1/12 18:28:40	链接12306服务器速度:301毫秒[良]

2018/1/12 18:31:40	链接12306服务器速度:187毫秒[优]

2018/1/12 18:33:40	链接12306服务器速度:160毫秒[优]

